Log_Quantity,Log_UnitPrice,Log_TotalAmount,InvoiceVarietyCount
0.0355137287293762,-0.0445217335013871,0.1578265861153519,0.8416165703114791
0.667632568553253,0.3805125731184104,1.1545599526519552,-0.6513648977782719
0.9415646841123682,-0.9339555013753236,0.2156751245456923,0.0272630422625239
-0.829686622427941,1.879793188342388,0.4479727296907841,-0.3799137217619536
2.9456090271138176,-0.301418805874142,2.85906190257056,-0.3799137217619536
0.667632568553253,-0.9153853891583804,-0.0280956691257215,-0.1084625457456352
0.497048811093055,-0.301418805874142,0.4197062343053837,-0.3459823247599138
0.497048811093055,-0.301418805874142,0.4197062343053837,-0.5495707067721526
-1.2437187713547762,-1.2176597386996824,-2.0124671442901225,0.9434107613175984
1.55503224883832,-0.301418805874142,1.4830758004779907,-0.5835021037741923
-0.3080678036804015,-0.301418805874142,-0.4171773652984936,0.4005084092849617
0.0355137287293762,-0.0334638728708678,0.1667193553668133,0.7228566808043397
-0.5359261377818443,-0.5809687955514113,-0.888776294678724,-0.0405997517415556
0.0355137287293762,0.3805125731184104,0.4862539915006966,0.0442287407635438
0.497048811093055,-0.1181969487632832,0.5784672880898915,-0.5835021037741923
2.76112163533472,-1.039864157613117,1.852812631714133,-0.3968794202629734
0.667632568553253,0.1981065868459186,1.012668315009049,-0.5156393097701127
-0.5359261377818443,1.080416162988154,0.3203387184760499,0.0272630422625239
-0.829686622427941,-0.0445217335013871,-0.8057033183225275,-0.2611538322548143
-1.2437187713547762,2.5114813943783654,0.1777256181461081,-0.6174335007762322
2.0225388623864604,-1.5313498484230532,0.2596665743800945,0.5871310927961806
-0.5359261377818443,1.080416162988154,0.3203387184760499,1.2827247313379964
2.9456090271138176,-0.275823817749146,2.88297709770302,-0.7701247872854112
-1.2437187713547762,-0.5809687955514113,-1.638526913596565,0.5023026002910811
-0.829686622427941,0.3543625701869462,-0.531736033696134,0.3665770122829219
1.3353757975669047,-1.7727746227515295,-1.0917724438212353,0.1629886302706831
0.497048811093055,-0.0445217335013871,0.6401610662188996,-0.3629480232609336
0.667632568553253,-0.5809687955514113,0.3297899113924551,0.6380281882992402
0.0355137287293762,-0.5809687955514113,-0.3048795740134174,-0.4308108172650132
-1.2437187713547762,1.080416162988154,-0.6627651545315941,-0.3290166262588939
0.667632568553253,-0.5809687955514113,0.3297899113924551,-0.6343991992772521
1.3353757975669047,-0.5809687955514113,0.993433331808562,-0.7022619932813317
0.497048811093055,-0.1181969487632832,0.5784672880898915,-0.3120509277578739
-1.2437187713547762,-0.5809687955514113,-1.638526913596565,-0.3968794202629734
1.3353757975669047,-0.5809687955514113,0.993433331808562,-0.4477765157660331
0.0355137287293762,0.3805125731184104,0.4862539915006966,-0.6683305962792918
0.497048811093055,-1.403795591283453,-0.8575801790241286,0.0951258362666035
-1.2437187713547762,1.080416162988154,-0.6627651545315941,-0.3799137217619536
0.667632568553253,-0.9153853891583804,-0.0280956691257215,-0.5835021037741923
-0.1218939888550092,-0.301418805874142,-0.2200351788132815,-0.0745311487435954
-1.2437187713547762,2.122472165714888,-0.0507466135917129,-0.3799137217619536
-1.2437187713547762,1.3458220594339374,-0.5068874194822759,0.0442287407635438
1.3353757975669047,-0.4354823427346093,1.13788265633224,-0.3629480232609336
0.667632568553253,-0.5809687955514113,0.3297899113924551,-0.2272224352527745
0.0355137287293762,0.6955973225135735,0.7155063917912987,-0.3968794202629734
0.497048811093055,-0.4354823427346093,0.2979334507127787,-0.1084625457456352
0.0355137287293762,0.8665832562156849,0.8360585009883487,-0.4138451187639934
-1.2437187713547762,-0.301418805874142,-1.4743420940145533,-0.2950852292568541
-0.829686622427941,0.3805125731184104,-0.5141321746336792,0.6380281882992402
2.4296008209563897,-1.367315198042657,1.0011716290009591,-0.7022619932813317
0.667632568553253,-0.9339555013753236,-0.0498306899960314,-0.5495707067721526
-0.5359261377818443,-0.0445217335013871,-0.4658691181018471,0.4174741077859816
0.667632568553253,-0.5809687955514113,0.3297899113924551,-0.4647422142670531
-0.3080678036804015,2.122472165714888,1.2690605861596522,-0.7022619932813317
-0.829686622427941,0.8337277531883697,-0.2146260324015005,-0.0405997517415556
0.667632568553253,1.3458220594339374,1.8445314769010548,-0.5495707067721526
-1.2437187713547762,-0.1181969487632832,-1.3667325477292664,-0.4308108172650132
1.3754252021261848,-1.367315198042657,-0.0015726915193998,-0.7870904857864311
-1.2437187713547762,-0.5809687955514113,-1.638526913596565,0.1460229317696632
-1.2437187713547762,2.7650471036486066,0.326649394808671,1.1130677463277974
-1.2437187713547762,-1.367315198042657,-2.100362531516057,-0.3290166262588939
1.7357013122061793,0.1981065868459186,2.093614401962137,-0.8379875812894908
-0.829686622427941,-0.301418805874142,-0.9886437163040313,0.6210624897982204
-1.2437187713547762,2.5114813943783654,0.1777256181461081,-0.3120509277578739
-0.3080678036804015,-0.4354823427346093,-0.5287805257289698,3.844545204992001
0.8137569788193654,-0.5809687955514113,0.4754647022825012,0.2647828212768025
0.667632568553253,-1.7727746227515295,-1.557183927719606,-0.3629480232609336
0.667632568553253,-0.9153853891583804,-0.0280956691257215,-0.5835021037741923
0.667632568553253,-0.9339555013753236,-0.0498306899960314,-0.3629480232609336
0.667632568553253,-0.301418805874142,0.5930447003587959,0.179954328771703
-0.5359261377818443,1.3458220594339374,0.4942704993566814,-0.6683305962792918
0.667632568553253,-1.367315198042657,-0.6477014052811692,-0.2611538322548143
1.6188735935928218,0.1981065868459186,1.976782228947025,-0.7022619932813317
-1.2437187713547762,0.6955973225135735,-0.888776294678724,0.3835427107839418
0.0355137287293762,-0.0334638728708678,0.1667193553668133,-0.1254282442466551
0.667632568553253,-0.0334638728708678,0.8246345343678466,-0.0575654502425755
-1.2437187713547762,-1.403795591283453,-2.121788133389394,0.5871310927961806
0.497048811093055,-0.9153853891583804,-0.1932764135829408,-0.1763253397497148
-1.2437187713547762,2.5114813943783654,0.1777256181461081,-0.2950852292568541
0.9415646841123682,-0.5809687955514113,0.6026466322868871,-0.1084625457456352
1.3353757975669047,-1.367315198042657,-0.0389043290758626,-0.2102567367517546
0.667632568553253,-1.403795591283453,-0.7093627693244905,-0.2102567367517546
-0.829686622427941,0.8665832562156849,-0.1932764135829408,-0.3290166262588939
-0.829686622427941,-0.9153853891583804,-1.4555865156150614,-0.1932910382507347
-1.2437187713547762,-0.0445217335013871,-1.323461746898957,0.5871310927961806
0.0355137287293762,-0.0334638728708678,0.1667193553668133,-0.4817079127680729
1.0551403970394428,-0.1181969487632832,1.1462559530134595,0.2987142182788423
